"Table S1: Accession, taxonomy, isocyanide synthase count, and busco counts for all of the NCBI annotated genomes analyed for this study."											
											
Accession	ICS_Count	Kingdom	Phylum	Fungal_Class	Order	Family	Genus	Species	Buscos (out of 290)	BuscoScore	
GCA_024761885.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	48	0.165517241	
GCA_024761915.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	281	0.968965517	
GCA_024761945.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	103	0.355172414	
GCA_024761965.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	117	0.403448276	
GCA_024761985.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	101	0.348275862	
GCA_024762005.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	104	0.35862069	
GCA_024762025.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	117	0.403448276	
GCA_024762045.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	103	0.355172414	
GCA_024863865.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	88	0.303448276	
GCA_025024155.1	0	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Gamsiella	Gamsiella_multidivaricata	234	0.806896552	
GCA_025024165.1	0	Fungi	Zoopagomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Kickxella	Kickxella_alabastrina	247	0.851724138	
GCA_025093555.1	0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Circinella	Circinella_umbellata	240	0.827586207	
GCA_025094135.1	0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor_mucedo	222	0.765517241	
GCA_025094155.1	0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia	Lichtheimia_hyalospora	222	0.765517241	
GCA_025118155.1	0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Cokeromyces	Cokeromyces_recurvatus	227	0.782758621	
GCA_900000165.1	0	Fungi	Basidiomycota	Exobasidiomycetes	Ceraceosorales	Ceraceosoraceae	Ceraceosorus	Ceraceosorus_bombacis	247	0.851724138	
GCA_900002365.1	0	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Sporisorium	Sporisorium_scitamineum	284	0.979310345	
GCA_900073065.1	0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Phialocephala	Phialocephala_subalpina	286	0.986206897	
GCA_900074755.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea	ManuallyGetSpecies	0	0	
GCA_900074885.1	0	Fungi	Ascomycota	Leotiomycetes	Helotiales		Rhynchosporium	Rhynchosporium_commune	287	0.989655172	
GCA_900074895.1	0	Fungi	Ascomycota	Leotiomycetes	Helotiales		Rhynchosporium	Rhynchosporium_secalis	285	0.982758621	
GCA_900074905.1	0	Fungi	Ascomycota	Leotiomycetes	Helotiales		Rhynchosporium	Rhynchosporium_agropyri	285	0.982758621	
GCA_900074925.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia	Ramularia_collocygni	285	0.982758621	
GCA_900079185.1	0										
GCA_900080155.1	0	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	Ustilago_bromivora	284	0.979310345	
GCA_900087985.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	Yarrowia_lipolytica	289	0.996551724	
GCA_900096595.1	0	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	Microbotryum	Microbotryum_intermedium	283	0.975862069	
GCA_900096645.1	0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	ManuallyGetSpecies	0	0	
GCA_900100905.1	0	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	Microbotryum	Microbotryum_saponariae	282	0.972413793	
GCA_900102585.1	0	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	Microbotryum	Microbotryum_saponariae	282	0.972413793	
GCA_900120095.1	0	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	Microbotryum	Microbotryum_silenesdioicae	278	0.95862069	
GCA_900149145.1	0	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_sympodialis	286	0.986206897	
GCA_900157425.1	0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	Armillaria_ostoyae	273	0.94137931	
GCA_900162835.1	0	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Sporisorium	Sporisorium_reilianum	284	0.979310345	
GCA_900235035.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	Komagataella_phaffii	285	0.982758621	
GCA_900242695.1	0	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	Ustilago_sp_UG2017b	283	0.975862069	
GCA_900242705.1	0	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	Ustilago_sp_UG2017a	285	0.982758621	
GCA_900322835.1	0	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Moesziomyces	Moesziomyces_antarcticus	283	0.975862069	
GCA_900322975.1	0	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Pseudozyma	Pseudozyma_flocculosa	288	0.993103448	
GCA_900323505.1	0	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	Ustilago_trichophora	31	0.106896552	
GCA_900343105.1	0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thermothielavioides	Thermothielavioides_terrestris	283	0.975862069	
GCA_900519145.1	0	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	Ustilago_hordei	282	0.972413793	
GCA_900519155.1	0	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	Ustilago_bromivora	271	0.934482759	
GCA_900536885.1	0	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_sp_CBMAI_1063	280	0.965517241	
GCA_900537225.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	Yarrowia_lipolytica	287	0.989655172	
GCA_900660285.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	Brettanomyces_naardenensis	279	0.962068966	
GCA_902155815.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	Brettanomyces_bruxellensis	268	0.924137931	
GCA_902728275.1	0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Agrocybe	Agrocybe_aegerita	261	0.9	
GCA_903189765.1	0	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus_irregularis	250	0.862068966	
GCA_903189815.1	0	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus_irregularis	243	0.837931034	
GCA_903231485.1	0	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus_irregularis	221	0.762068966	
GCA_903470525.1	0	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus_irregularis	256	0.882758621	
GCA_903470595.1	0	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus_irregularis	247	0.851724138	
GCA_903819115.1	0	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	ManuallyGetSpecies	0	0	
GCA_903819455.1	0	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_pullulans	271	0.934482759	
GCA_903819465.1	0	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_pullulans	265	0.913793103	
GCA_903819485.1	0	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_pullulans	265	0.913793103	
GCA_903819635.1	0	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_vineae	267	0.920689655	
GCA_903819665.1	0	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_mustum	264	0.910344828	
GCA_903853725.1	0	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_uvarum	270	0.931034483	
GCA_905066765.1	0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	Sclerotinia_trifoliorum	285	0.982758621	
GCA_905068135.1	0	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	Tilletia_caries	273	0.94137931	
GCA_905071705.1	0	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	Tilletia_controversa	267	0.920689655	
GCA_905071715.1	0	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	Tilletia_laevis	268	0.924137931	
GCA_905071725.1	0	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	Tilletia_controversa	272	0.937931034	
GCA_905071735.1	0	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	Tilletia_caries	268	0.924137931	
GCA_905071745.1	0	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	Tilletia_caries	271	0.934482759	
GCA_905071755.1	0	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	Tilletia_laevis	267	0.920689655	
GCA_905071765.1	0	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	Tilletia_controversa	236	0.813793103	
GCA_905071775.1	0	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	Tilletia_controversa	260	0.896551724	
GCA_905071785.1	0	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	Tilletia_controversa	269	0.927586207	
GCA_905072865.1	0	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	Tilletia_caries	274	0.944827586	
GCA_905219545.1	0	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia_solani	249	0.85862069	
GCA_905219565.1	0	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia_solani	240	0.827586207	
GCA_905219575.1	0	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia_solani	239	0.824137931	
GCA_905219585.1	0	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia_solani	251	0.865517241	
GCA_905219605.1	0	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia_solani	239	0.824137931	
GCA_905219615.1	0	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia_solani	249	0.85862069	
GCA_905219625.1	0	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia_solani	257	0.886206897	
GCA_905219635.1	0	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia_solani	253	0.872413793	
GCA_905219645.1	0	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia_solani	251	0.865517241	
GCA_905219655.1	0	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia_solani	253	0.872413793	
GCA_905232135.1	0	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia_solani	235	0.810344828	
GCA_910591765.1	0	Fungi	Mucoromycota	Glomeromycetes	Archaeosporales	Ambisporaceae	Ambispora	Ambispora_leptoticha	242	0.834482759	
GCA_910591775.1	0	Fungi	Mucoromycota	Glomeromycetes	Diversisporales	Gigasporaceae	Dentiscutata	ManuallyGetSpecies	0	0	
GCA_910591825.1	0	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis_caledonium	242	0.834482759	
GCA_910591835.1	0	Fungi	Mucoromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora_morrowiae	218	0.751724138	
GCA_910591915.1	0	Fungi	Mucoromycota	Glomeromycetes	Diversisporales	Gigasporaceae	Cetraspora	Cetraspora_pellucida	222	0.765517241	
GCA_910591925.1	0	Fungi	Mucoromycota	Glomeromycetes	Diversisporales	Gigasporaceae	Cetraspora	Cetraspora_pellucida	121	0.417241379	
GCA_910591945.1	0	Fungi	Mucoromycota	Glomeromycetes	Archaeosporales	Ambisporaceae	Ambispora	Ambispora_gerdemannii	253	0.872413793	
GCA_910592005.1	0	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis_mosseae	248	0.855172414	
GCA_910592015.1	0	Fungi	Mucoromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora_eburnea	233	0.803448276	
GCA_910592045.1	0	Fungi	Mucoromycota	Glomeromycetes	Diversisporales	Gigasporaceae	Gigaspora	Gigaspora_rosea	137	0.472413793	
GCA_910592055.1	0	Fungi	Mucoromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora_colombiana	130	0.448275862	
GCA_910592135.1	0	Fungi	Mucoromycota	Glomeromycetes	Diversisporales	Gigasporaceae	Racocetra	Racocetra_fulgida	74	0.255172414	
GCA_910592205.1	0	Fungi	Mucoromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Paraglomus_occultum	216	0.744827586	
GCA_910592215.1	0	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	ManuallyGetSpecies	0	0	
GCA_910592225.1	0	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus_irregularis	266	0.917241379	
GCA_910592255.1	0	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	Claroideoglomus_candidum	216	0.744827586	
GCA_910592285.1	0	Fungi	Mucoromycota	Glomeromycetes	Diversisporales	Gigasporaceae	Racocetra	Racocetra_persica	141	0.486206897	
GCA_910592345.1	0	Fungi	Mucoromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Paraglomus_brasilianum	257	0.886206897	
GCA_910890315.1	0	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita_indica	260	0.896551724	
GCA_935541525.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella	Candida_railenensis	288	0.993103448	
GCA_938049765.1	0	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Parascedosporium	Parascedosporium_putredinis	230	0.793103448	
GCA_943846425.1	0	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Phakopsoraceae	Phakopsora	Phakopsora_pachyrhizi	246	0.848275862	
GCF_000002525.2	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	Yarrowia_lipolytica	286	0.986206897	
GCF_000002945.1	0	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces	Schizosaccharomyces_pombe	266	0.917241379	
GCF_000004155.1	0	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces	Schizosaccharomyces_cryophilus	267	0.920689655	
GCF_000006255.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Dacryobolaceae	Postia	Postia_placenta	69	0.237931034	
GCF_000006445.2	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	ManuallyGetSpecies	0	0	
GCF_000027005.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	Komagataella_phaffii	280	0.965517241	
GCF_000091045.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	278	0.95862069	
GCF_000091225.1	0	Fungi	Microsporidia			Unikaryonidae	Encephalitozoon	Encephalitozoon_cuniculi	252	0.868965517	
GCF_000143185.1	0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum_commune	279	0.962068966	
GCF_000143185.2	0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum_commune	279	0.962068966	
GCF_000143565.1	0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Laccaria	Laccaria_bicolor	257	0.886206897	
GCF_000146465.1	0	Fungi	Microsporidia			Unikaryonidae	Encephalitozoon	Encephalitozoon_intestinalis	253	0.872413793	
GCF_000146945.2	0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	Sclerotinia_sclerotiorum	274	0.944827586	
GCF_000149245.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	ManuallyGetSpecies	0	0	
GCF_000149385.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	282	0.972413793	
GCF_000149425.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma	Meyerozyma_guilliermondii	264	0.910344828	
GCF_000149615.1	0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_terreus	258	0.889655172	
GCF_000149845.2	0	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces	Schizosaccharomyces_japonicus	268	0.924137931	
GCF_000149925.1	0	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia_graminis	241	0.831034483	
GCF_000150505.1	0	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces	Schizosaccharomyces_octosporus	267	0.920689655	
GCF_000151425.1	0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_rubrum	281	0.968965517	
GCF_000151645.1	0	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_melanosporum	271	0.934482759	
GCF_000181695.1	0	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_globosa	237	0.817241379	
GCF_000182805.1	0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Sordaria	Sordaria_macrospora	281	0.968965517	
GCF_000182805.2	0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Sordaria	Sordaria_macrospora	280	0.965517241	
GCF_000182895.1	0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis_cinerea	278	0.95862069	
GCF_000182925.2	0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	Neurospora_crassa	263	0.906896552	
GCF_000182985.1	0	Fungi	Microsporidia			Nosematidae	Nosema	Nosema_ceranae	224	0.772413793	
GCF_000184105.1	0	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus_destructans	282	0.972413793	
GCF_000185945.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	ManuallyGetSpecies	0	0	
GCF_000187245.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	Ogataea_parapolymorpha	280	0.965517241	
GCF_000192795.1	0	Fungi	Microsporidia			Pleistophoridae	Vavraia	Vavraia_culicis	248	0.855172414	
GCF_000203795.1	0	Fungi	Chytridiomycota	Chytridiomycetes	Rhizophydiales		Batrachochytrium	Batrachochytrium_dendrobatidis	275	0.948275862	
GCF_000204055.1	0	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora	Melampsora_laricipopulina	272	0.937931034	
GCF_000209485.1	0	Fungi	Microsporidia			Enterocytozoonidae	Enterocytozoon	Enterocytozoon_bieneusi	162	0.55862069	
GCF_000213175.1	0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	Neurospora_tetrasperma	282	0.972413793	
GCF_000218685.1	0	Fungi	Basidiomycota	Agaricomycetes	Boletales	Serpulaceae	Serpula	Serpula_lacrymans	252	0.868965517	
GCF_000221225.1	0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium_thermophilum	285	0.982758621	
GCF_000225545.1	0	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia_oligospora	287	0.989655172	
GCF_000225605.1	0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	ManuallyGetSpecies	0	0	
GCF_000226115.1	0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thermothielavioides	Thermothielavioides_terrestris	284	0.979310345	
GCF_000230375.1	0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	ManuallyGetSpecies	0	0	
GCF_000230625.1	0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_dermatitidis	282	0.972413793	
GCF_000231115.1	0	Fungi	Microsporidia			Nosematidae	Vittaforma	Vittaforma_corneae	224	0.772413793	
GCF_000237345.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Naumovozyma	ManuallyGetSpecies	0	0	
GCF_000250985.1	0	Fungi	Microsporidia				Nematocida	Nematocida_parisii	232	0.8	
GCF_000263375.1	0	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia_mellicola	281	0.968965517	
GCF_000264905.1	0	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum_hirsutum	274	0.944827586	
GCF_000264995.1	0	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Punctulariaceae	Punctularia	Punctularia_strigosozonata	272	0.937931034	
GCF_000271585.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes_versicolor	277	0.955172414	
GCF_000271605.1	0	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fomitiporia	Fomitiporia_mediterranea	282	0.972413793	
GCF_000271625.1	0	Fungi	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	Coniophora	Coniophora_puteana	272	0.937931034	
GCF_000271645.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	Tremella_mesenterica	280	0.965517241	
GCF_000275845.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Dichomitus	Dichomitus_squalens	270	0.931034483	
GCF_000277815.2	0	Fungi	Microsporidia			Unikaryonidae	Encephalitozoon	Encephalitozoon_hellem	252	0.868965517	
GCF_000280035.1	0	Fungi	Microsporidia			Unikaryonidae	Encephalitozoon	Encephalitozoon_romaleae	252	0.868965517	
GCF_000292625.1	0	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Dacryopinax	Dacryopinax_primogenitus	276	0.951724138	
GCF_000300555.1	0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus_bisporus	273	0.94137931	
GCF_000300575.1	0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus_bisporus	275	0.948275862	
GCF_000300595.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete	Phanerochaete_carnosa	252	0.868965517	
GCF_000313525.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales		Fibroporia	Fibroporia_radiculosa	263	0.906896552	
GCF_000320585.1	0	Fungi	Basidiomycota	Agaricomycetes	Russulales	Bondarzewiaceae	Heterobasidion	Heterobasidion_irregulare	281	0.968965517	
GCF_000320785.1	0	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula_toruloides	287	0.989655172	
GCF_000328475.2	0	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	Ustilago_maydis	286	0.986206897	
GCF_000344685.1	0	Fungi	Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae	Gloeophyllum	Gloeophyllum_trabeum	278	0.95862069	
GCF_000349005.2	0	Fungi	Ascomycota	Pneumocystidomycetes	Pneumocystidales	Pneumocystidaceae	Pneumocystis	Pneumocystis_murina	283	0.975862069	
GCF_000349305.1	0	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_sympodialis	244	0.84137931	
GCF_000392275.1	0	Fungi	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	Phaeoacremonium_minimum	270	0.931034483	
